sentence_length	link_length	actual	expected
19	4	4	0.4059488898198575617930456640134059488896
19	6	1	0.0653251087066437455758924057033067044190
19	7	1	0.0574860956618464961067853170189098998887
19	8	1	0.0527997291676742274024278183488900710934
19	9	1	0.0502854563501659308594550650941810200890
20	1	9.0002941176471	9.0000000000000000000000000000000000000000
20	2	5	1.3513513513513513513513513513513513513510
20	3	2	0.2934362934362934362934362934362934362934
20	4	1	0.2000702000702000702000702000702000702000
20	5	2	0.1536022826345406990568280890861536022826
20	6	2	0.1271191304561716130125473840712995329234
20	7	1	0.0554885093261066564737310009835037643713
20	8	2	0.1009890869735141147821904217899768511558
20	9	1	0.0475673235744812859481331696836847487328
20	10	1	0.0462082571866389634924722219784366130547
20	19	1	0.2702702702702702702702702702702702702702
21	1	7	7.0002857142857
21	2	2	0.8076923076923076923076923076923076923076
21	4	1	0.0987525987525987525987525987525987525987
21	5	1	0.0754110754110754110754110754110754110754
21	6	2	0.1240633821278982569305149950311240633820
21	13	1	0.0453156159496537694535469841365280742366
22	1	12.000277777778	12.0000000000000000000000000000000000000000
22	2	7	1.8780487804878048780487804878048780487803
22	3	3	0.7223264540337711069418386491557223264540
22	4	2	0.1952233659550732721464428781501952233658
22	5	4	0.2967395162517113736625931747882967395160
22	6	1	0.0606967192333045991582576948430606967192
22	7	1	0.0523054677263961292285446494730523054677
23	1	6	6.0002702702703
23	2	5	1.3372093023255813953488372093023255813950
23	3	3	0.4305161656267725467952353942144072603514
23	4	0	0.0965901653649810201143156333173349622583
23	5	4	0.2923810411048074122379284035551761019712
23	7	2	0.1020350163855552397809913408325206396674
23	8	0	0.0454631827040477983701594482338448817873
24	1	6.0002631578947	6.0000000000000000000000000000000000000000
24	2	5	1.3333333333333333333333333333333333333330
24	3	4	0.5705426356589147286821705426356589147284
24	5	3	0.2163619704175574850560670186308303154585
24	6	1	0.0584762082209614824475856807110352203942
24	7	1	0.0498837857884936727818179888514545349485
24	8	1	0.0442151737670739372384295810274256105226
24	9	1	0.0404117179591535985512528428745287838109
24	12	0	0.0356445146716558135434721696510019957576
25	1	8	8.0002564102564
25	2	4	1.0638297872340425531914893617021276595744
25	3	2	0.2836879432624113475177304964539007092198
25	4	1	0.0948375391720270493155203694540656440705
25	5	3	0.2137314297437877891891239545745284271247
25	7	1	0.0488782895463963759060366632083121143113
25	8	1	0.0431176339927139458885394850444753294103
25	10	1	0.0365425109205112327325158685567547513184
26	1	9.00025	9.0000000000000000000000000000000000000000
26	2	1	0.5306122448979591836734693877551020408162
26	3	3	0.4233608336951801997394702561875814155447
26	4	3	0.2822405557967867998263135041250542770299
26	5	4	0.2818029735397375179661176692349379138096
26	7	1	0.0479805250445237894098033367412206673137
26	8	1	0.0421450557823519771842867147051262618296
26	11	1	0.0334916519382793116323985882505321839541
26	12	1	0.0323367673886834733002469127936172810592
26	26	1	1.000243902439
27	1	11.000238095238	11.0000000000000000000000000000000000000000
27	2	3	1.3235294117647058823529411764705882352940
27	3	4	0.5618247298919567827130852340936374549816
27	4	0	0.0933884191974662205307654976884370769584
27	6	1	0.0559461785703890660668027725687009093592
27	8	1	0.0412773634574212011834337529317854270272
27	10	2	0.0686362337026875057001240782340627692654
27	16	1	0.0310290304722293622476633979379930527810
28	1	9	9.0002325581395
28	2	5	1.3207547169811320754716981132075471698110
28	3	5	0.6992230854605993340732519422863485016645
28	4	2	0.1855081655303630886316790867290312351354
28	5	1	0.0690721892932202989586039152714478003164
29	1	3.0002272727273	3.0000000000000000000000000000000000000000
29	2	8	2.1090909090909090909090909090909090909088
29	3	1	0.1392795883361921097770154373927958833619
29	4	2	0.1843406316214307335284027847845827868024
29	5	1	0.0684693774593885581676924629199878922409
29	6	2	0.1092596448820030183527007387021083386822
29	7	2	0.1373549821373752230719666429397933400578
29	11	1	0.0304169930115449697800955294466250413616
30	1	8	8.0002222222222
30	2	3	0.7894736842105263157894736842105263157893
30	3	4	0.5550239234449760765550239234449760765548
30	4	2	0.1832626162318317233908097860431524781076
30	5	2	0.1358299390894752773367178414202188955386
30	7	1	0.0451825599136102707473574483354583355453
30	14	1	0.0262084480244331033320003937539601380364
31	1	4.0002173913043	4.0000000000000000000000000000000000000000
31	2	4	1.0508474576271186440677966101694915254236
31	3	1	0.1382694023193577163247100802854594112399
31	5	1	0.0674033690208601423318741077480747249989
31	6	1	0.0535262048106830542047235561528828698521
31	8	1	0.0385774822991206337101378213542154856457
32	1	2	2.0002127659574
32	2	4	1.0491803278688524590163934426229508196720
32	6	1	0.0530387166065784726545894618345506032778
32	7	3	0.1323739397659983729278409257551389006177
32	8	1	0.0380462513953294643278998579126164527286
32	11	1	0.0282534000685631765944419998533406931582
32	12	1	0.0265306317716995682655126096183808947949
33	1	4.0002083333333	4.0000000000000000000000000000000000000000
33	2	3	0.7857142857142857142857142857142857142857
33	3	4	0.5495706479313036690085870413739266198280
33	4	1	0.0902367059632966829410285925984731208404
33	6	1	0.0525877071116245740775946534856173498486
33	7	1	0.0436577191115373822530974481767389319498
34	1	4	4.0002040816327
34	2	3	0.7846153846153846153846153846153846153845
34	3	1	0.1369963369963369963369963369963369963369
34	4	1	0.0898336636041554074340959586861226205488
34	7	1	0.0432259394719727268242206602277382172382
35	1	7.0002	7.0000000000000000000000000000000000000000
35	2	6	1.5671641791044776119402985074626865671640
35	3	4	0.5464982778415614236509758897818599311136
35	4	2	0.1789131266743207041714504401071565250668
35	6	1	0.0517799146273888428632905747195371593525
35	8	1	0.0366936613054992363899634335888449418720
36	1	4	4.0001960784314
36	2	4	1.0434782608695652173913043478260869565216
36	3	3	0.4088254380272550292018170019467878001297
36	4	2	0.1782059601657265511905356162332151949282
36	5	1	0.0653421853940997354365297259521789048070
36	6	1	0.0514168016215866770648102761590915972252
36	7	1	0.0424530977069274984966109059812354349971
36	9	1	0.0319075315699993359912725509468216885843
37	1	3.0001923076923	3.0000000000000000000000000000000000000000
37	2	6	1.5633802816901408450704225352112676056336
37	4	1	0.0887707817312701647914743490142673040187
37	5	2	0.1300150526279526105868978157870499591166
38	1	1	1.0001886792453
38	3	2	0.2712714644028554890989774262010418676442
38	4	1	0.0884580862183224420974926389786006090144
38	6	1	0.0507593013684472520784464075333003265044
38	10	1	0.0279068573501146500745053844466333970007
38	11	1	0.0254159973552283837868635815373471103262
39	2	3	0.7800000000000000000000000000000000000000
39	3	2	0.2706849315068493150684931506849315068492
39	5	1	0.0643974867669387378469746411764212433624
39	6	1	0.0504607172427505035368084874889867951721
39	7	1	0.0414776005467883259841019215843539810865
40	1	4.0001851851852	4.0000000000000000000000000000000000000000
40	2	5	1.2987012987012987012987012987012987012985
40	3	2	0.2701298701298701298701298701298701298700
40	6	2	0.1003597196367876433978825576775396000454
40	9	1	0.0305673926932113513488279467458391017077
40	11	1	0.0247399067851878257945036636048265468003
40	12	1	0.0227867562495151027054639006886560299476
40	16	1	0.0183788278520073661516964487575516796270
40	31	1	0.0272601010247655330061678738192401169328
41	1	3	3.0001818181818
41	4	1	0.0876212395199736971888870623047838237711
41	6	1	0.0499151981104909006984194366508016048749
42	1	3.0001785714286	3.0000000000000000000000000000000000000000
42	2	1	0.2592592592592592592592592592592592592592
42	3	2	0.2691045475855602437880918893577121425222
42	4	3	0.2621148190768443933000895026211481907684
42	9	1	0.0300220595744714781161330161315718547839
42	10	1	0.0266965391292992528478844358831515877924
43	1	5	5.0001754385965
43	3	1	0.1343150379294957608210620258813029897367
43	4	0	0.0871347556188184524313851750179339015697
43	5	1	0.0633707313591406926773710363766792011416
44	1	7.0001724137931	7.0000000000000000000000000000000000000000
44	3	1	0.1340892983699503897944720056697377746279
44	7	1	0.0402079302566433517639682582402082891008
45	1	2	2.0001694915254
45	2	1	0.2586206896551724137931034482758620689655
45	3	2	0.2677484787018255578093306288032454361054
45	4	1	0.0866956670495368899533224174588821818715
45	5	2	0.1258692647534017068951940283106733899764
45	6	1	0.0489934163438873732535090679816861612882
45	7	1	0.0799892511736936706179739885415284265930
45	8	1	0.0337954586208855758360940101587957602355
45	9	2	0.0586405218079293096699348121476821410480
45	10	1	0.0259752733923855885791471808738676526191
45	11	1	0.0234085467725846410910891590483866592773
46	2	4	1.5505617977528089887640449438202247191008
46	3	1	0.1336691204959318093762107710189848895776
46	4	2	0.1729835677006176356633315860245686806298
46	17	1	0.0157000882751489560559700499181571935621
47	1	3.0001666666667	3.0000000000000000000000000000000000000000
47	2	2	0.7747252747252747252747252747252747252746
47	7	1	0.0396004293435529879356556944589865754204
47	8	2	0.0667943950636510840813433074260754579086
48	1	2	2.0001639344262
48	3	2	0.2665721375398794753633463310882665721374
48	4	1	0.0861117860030509541201821013346928533590
48	10	1	0.0253708636465760297027305957546327671430
49	1	3.0001612903226	3.0000000000000000000000000000000000000000
49	3	1	0.1331069609507640067911714770797962648556
49	4	2	0.1718688781507117670105785555700666057202
49	7	1	0.0392442490693609647725593006027163048838
50	1	1	1.0001587301587
50	2	2	0.5154639175257731958762886597938144329896
50	3	3	0.3988062940857297883884970157352143244708
50	8	1	0.0328721158441812204924787956079453584723
51	2	2	0.5151515151515151515151515151515151515150
51	4	2	0.1712047222085203637021325572600667554546
51	8	1	0.0327136414565026608895536223508822610141
52	1	2.00015625	2.0000000000000000000000000000000000000000
52	2	1	0.2574257425742574257425742574257425742574
52	3	1	0.1326132613261326132613261326132613261326
52	5	1	0.0617015038454469429579962879630339593915
52	7	1	0.0387700541709781570984361138930128813556
53	1	3	3.0001538461538
53	2	3	0.7718446601941747572815533980582524271843
53	4	1	0.0852973646879251031899306435497918723911
53	5	2	0.1231095985186547881091782484223800220078
54	1	1.0001515151515	1.0000000000000000000000000000000000000000
54	2	1	0.2571428571428571428571428571428571428571
55	1	1	1.0001492537313
55	2	4	1.0280373831775700934579439252336448598128
55	4	1	0.0850162676448857376177945999196339455844
56	1	1.0001470588235	1.0000000000000000000000000000000000000000
56	2	1	0.2568807339449541284403669724770642201834
57	1	1	1.0001449275362
58	1	1.0001428571429	1.0000000000000000000000000000000000000000
58	16	1	0.0141766362473926704050030956851013334284
59	2	1	0.2565217391304347826086956521739130434782
59	15	1	0.0149872634056757295559611119601123978168
60	1	2	2.0001408450704
60	3	1	0.1315496098104793756967670011148272017837
60	12	1	0.0190179505074028946174843454180644674993
61	8	1	0.0314623837522728601553290314293286566114
62	3	1	0.1313285644836446975484408639488853392596
62	62	1.0001388888889	1.0000000000000000000000000000000000000000
63	4	1	0.0840823126267237392840627482599570769650
63	6	1	0.0464561807556346546144721271322572211191
63	8	1	0.0312674842850199998380266367677925925414
64	1	1	1.0001369863014
65	1	1.0001351351351	1.0000000000000000000000000000000000000000
66	2	1	0.2558139534883720930232558139534883720930
66	4	1	0.0837941768906793627540743453579930415674
67	1	5	5.0001333333333
67	3	1	0.1308361441505414521569323628617077933605
68	1	1.0001315789474	1.0000000000000000000000000000000000000000
69	1	1	1.0001298701299
70	1	1.0001282051282	1.0000000000000000000000000000000000000000
71	2	1	0.2553956834532374100719424460431654676258
72	2	1	0.2553191489361702127659574468085106382978
72	4	0	0.0832941349979497687763750794674091445899
72	19	1	0.0107198811966009203783362115304417051809
73	5	1	0.0595290950824508137688498819690154865530
73	8	1	0.0304750657524563654866810061120288062407
74	8	1	0.0304091906746589816806881804683486616261
74	16	1	0.0126991842021372992369975051974883736329
76	2	1	0.2550335570469798657718120805369127516778
76	4	1	0.0830070514667334186625355997525138266368
77	8	1	0.0302231568706395306444256976924563789013
79	7	1	0.0362945377947476945140234890086931901744
80	1	1	1.0001265822785
81	2	1	0.2547169811320754716981132075471698113207
81	3	1	0.1297920922965989664703761567119336618194
81	6	0	0.0451429446115455770427234833408905929484
81	8	1	0.0299991636443073680770441681758858231359
82	1	1.000125	1.0000000000000000000000000000000000000000
82	4	1	0.0826316115552881618833140128134981387360
83	15	1	0.0131564328643782157547160564556234829313
85	2	1	0.2544910179640718562874251497005988023952
87	5	1	0.0587003564287862089020904992201266050329
89	4	1	0.0822605647065640981065380213539629420371
91	3	1	0.1292491241359719723511031152352996875295
93	1	2	3.0000000000000000000000000000000000000000
96	1	1	1.0001234567901
96	2	1	0.2539682539682539682539682539682539682539
100	1	1.0001219512195	1.0000000000000000000000000000000000000000
100	3	1	0.2577118313158922295978133541585318235064
100	4	0	0.0817867858450694251961972432238863947656
101	1	0	1.0000000000000000000000000000000000000000
101	3	1	0.1288166721934545825574573374486646430120
104	3	1	0.1287035924546437582602427009491769794545
109	1	1	1.0001204819277
115	2	1	0.2533039647577092511013215859030837004405
131	4	1	0.0808930681327110715986889024197332734755
136	2	1	0.2527881040892193308550185873605947955390
145	6	1	0.0432364059153570696021643817921360543063
149	1	1.000119047619	1.0000000000000000000000000000000000000000
209	1	1	1.0001176470588
226	3	1	0.1266797207814531920300144990358888506898
379	2	1	0.2509933774834437086092715231788079470198
